ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige, glace, autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique;Temps passé 1;Temps présent;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Altitude;Longitude;Latitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee
07643;2020-08-30T05:00:00+02:00;100750;190.0;3;290;3.6;288.65;287.15;91;19000.0;61;;;100.0;;1750.0;;;;100660.0;;;;;;;;;;;;11.8;-10.0;;;;;5.0;7.0;;;;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;3;;61;15.5;;;;;;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;8
07643;2020-08-30T17:00:00+02:00;101190;30.0;1;360;2.9;298.25;282.55;37;60000.0;0;;;100.0;8;3120.0;;;;101100.0;;;800.0;;;;;291.15;;;4.5;6.5;-10.0;;;;;0.0;0.0;0.0;0.2;7.3;;;;;8.0;;3120.0;;8;;;;;;;;43.577,3.963167;MONTPELLIER;1;;0;25.100000000000023;;;;;18.0;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;8
07643;2020-08-31T23:00:00+02:00;101630;190.0;1;10;2.7;292.15;282.85;55;60000.0;0;;;;0;;;;;101540.0;;;50.0;;;;;290.25;;;4.9;5.4;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;1;;0;19.0;;;;;17.100000000000023;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;8
07643;2020-09-01T05:00:00+02:00;101520;-110.0;8;350;1.8;288.45;283.25;71;60000.0;0;;;;0;;;;;101420.0;;;-80.0;;;;;287.95;;;2.2;3.2;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;8;;0;15.300000000000011;;;;;14.800000000000011;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-01T11:00:00+02:00;101470;-10.0;8;20;6.1;295.95;281.65;40;19960.0;0;;;;0;;;;;101380.0;;;-160.0;;;;;287.05;;;8.7;8.7;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;8;;0;22.80000000000001;;;;;13.900000000000034;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-20T05:00:00+02:00;101220;-90.0;8;40;4.6;291.75;290.45;92;19980.0;61;;;100.0;1;450.0;;;;101130.0;;;-290.0;;;;;290.65;;;6.9;6.9;-10.0;;;;;0.2;0.2;0.2;0.6;1.0;;;;;1.0;;510.0;5.0;;3180.0;8.0;;3720.0;;9;;43.577,3.963167;MONTPELLIER;8;;61;18.600000000000023;;;;;17.5;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-22T14:00:00+02:00;101420;-70.0;8;150;2.0;294.05;290.45;80;47250.0;0;;;90.0;5;450.0;;;;101330.0;;;-140.0;;;;;291.35;;;3.3;3.5;-10.0;;;;;0.0;0.0;0.0;4.2;4.2;;;;;5.0;;420.0;7.0;;3660.0;;9;;;;;43.577,3.963167;MONTPELLIER;8;;0;20.900000000000034;;;;;18.200000000000045;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-26T05:00:00+02:00;101320;20.0;2;310;6.5;286.35;277.25;54;60000.0;0;;;;2;1750.0;;;;101220.0;;;400.0;;;;;283.55;;;9.4;12.7;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;2.0;;1860.0;;;;;;;;;;43.577,3.963167;MONTPELLIER;2;;0;13.200000000000045;;;;;10.400000000000034;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-27T14:00:00+02:00;101040;-10.0;5;290;9.9;287.95;278.75;54;60000.0;0;;;100.0;8;2940.0;;;;100940.0;;;0.0;;;;;282.15;;;13.5;18.3;-10.0;;;;;0.0;0.0;0.0;0.0;0.4;;;;;8.0;;2940.0;;;;;;;;;;43.577,3.963167;MONTPELLIER;5;;0;14.800000000000011;;;;;9.0;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-08-17T23:00:00+02:00;101310;140.0;1;260;3.8;298.05;283.85;41;60000.0;0;;;100.0;8;6720.0;;;;101220.0;;;150.0;;;;;297.35;;;5.2;7.4;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;8.0;;6720.0;;;;;;;;;;43.577,3.963167;MONTPELLIER;1;;0;24.900000000000034;;;;;24.200000000000045;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;8
07643;2020-09-04T20:00:00+02:00;102370;-80.0;6;160;3.1;294.15;291.55;85;48930.0;0;;;;0;;;;;102280.0;;;260.0;289.45;;297.65;;288.95;;;4.5;4.9;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;6;;0;21.0;16.30000000000001;;24.5;;15.800000000000011;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-06T23:00:00+02:00;101670;200.0;3;310;4.1;295.25;281.75;42;60000.0;0;;;;1;2250.0;;;;101580.0;;;-20.0;;;;;292.15;;;6.3;7.6;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;;2340.0;;;;;;;;;;43.577,3.963167;MONTPELLIER;3;;0;22.100000000000023;;;;;19.0;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-08T02:00:00+02:00;102190;110.0;1;10;3.2;291.95;281.05;49;60000.0;0;;;90.0;7;2760.0;;;;102090.0;;;460.0;;;;;288.55;;;4.8;4.9;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;7.0;;2760.0;;;;;;;;;;43.577,3.963167;MONTPELLIER;1;;0;18.80000000000001;;;;;15.400000000000034;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-11T08:00:00+02:00;101310;10.0;3;50;1.4;291.35;289.35;88;46050.0;0;;;;0;;;;;101220.0;;;-410.0;291.05;;295.15;;289.95;;;1.9;3.1;-10.0;;;;;0.0;0.0;0.0;0.2;0.2;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;3;;0;18.200000000000045;17.900000000000034;;22.0;;16.80000000000001;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-11T14:00:00+02:00;101370;-40.0;6;170;2.7;302.65;288.75;43;17370.0;0;;;;0;;;;;101280.0;;;-360.0;;;;;289.95;;;4.7;5.9;-10.0;;;;;0.0;0.0;0.0;0.0;0.2;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;6;;0;29.5;;;;;16.80000000000001;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-09-11T23:00:00+02:00;101490;120.0;1;320;1.7;297.05;288.25;58;53680.0;0;;;;3;4140.0;;;;101400.0;;;0.0;;;;;293.55;;;2.1;2.9;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;3.0;;4140.0;;;;;;;;;;43.577,3.963167;MONTPELLIER;1;;0;23.900000000000034;;;;;20.400000000000034;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;9
07643;2020-08-15T14:00:00+02:00;101200;-60.0;7;190;5.3;302.75;292.45;54;60000.0;0;;;;0;;;;;101110.0;;;-200.0;;;;;290.85;;;8.8;8.8;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;7;;0;29.600000000000023;;;;;17.700000000000045;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;8
07643;2020-04-18T20:00:00+02:00;101610;-110.0;6;160;2.1;289.15;284.95;76;50000.0;0;;;;;;;;;101510.0;;;;287.35;;292.95;;;;;;4.1;-10.0;;;;;;0.0;;0.0;;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;6;;0;16.0;14.200000000000045;;19.80000000000001;;;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;4
07643;2020-04-19T08:00:00+02:00;101390;-90.0;6;30;3.9;286.35;285.85;97;8090.0;61;;;100.0;6;450.0;;;;101290.0;;;-430.0;286.15;;289.15;;287.15;;;5.2;5.2;-10.0;;;;;0.6;0.6;0.6;0.6;0.6;;;;;2.0;;330.0;6.0;;570.0;6.0;;1050.0;;;;43.577,3.963167;MONTPELLIER;6;;61;13.200000000000045;13.0;;16.0;;14.0;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;4
07643;2020-04-16T11:00:00+02:00;102200;20.0;1;120;2.8;289.15;282.55;65;19700.0;0;;;100.0;8;2250.0;;;;102100.0;;;60.0;;;;;283.75;;;4.4;4.9;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;8.0;;2400.0;;;;;;;;;;43.577,3.963167;MONTPELLIER;1;;0;16.0;;;;;10.600000000000023;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;4
07643;2020-04-23T11:00:00+02:00;101990;110.0;1;350;1.4;287.45;286.95;97;17910.0;0;;;100.0;8;150.0;;;;101890.0;;;540.0;;;;;286.75;;;2.9;3.9;-10.0;;;;;0.0;0.0;0.0;0.2;0.6;;;;;8.0;;180.0;;;;;;;;;;43.577,3.963167;MONTPELLIER;1;;0;14.300000000000011;;;;;13.600000000000023;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;4
07643;2020-04-20T02:00:00+02:00;100950;-100.0;8;10;1.5;287.45;287.25;99;7210.0;51;;;100.0;8;450.0;;;;100850.0;;;-460.0;;;;;288.45;;;1.9;2.6;-10.0;;;;;0.2;0.4;0.8;1.8;3.8;;;;;1.0;;300.0;8.0;;1200.0;;;;;;;43.577,3.963167;MONTPELLIER;8;;51;14.300000000000011;;;;;15.300000000000011;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;4
07643;2020-04-23T23:00:00+02:00;101790;70.0;1;220;2.8;287.85;287.25;96;14200.0;0;;;;0;;;;;101690.0;;;110.0;;;;;288.55;;;4.2;4.8;-10.0;;;;;0.0;0.0;0.0;0.0;0.2;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;1;;0;14.700000000000045;;;;;15.400000000000034;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;4
07643;2020-04-24T23:00:00+02:00;101360;60.0;0;210;2.0;287.75;285.95;89;39250.0;0;;;;0;;;;;101260.0;;;-430.0;;;;;287.25;;;2.8;3.8;-10.0;;;;;0.0;0.0;0.0;0.2;0.2;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;0;;0;14.600000000000023;;;;;14.100000000000023;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;4
07643;2020-04-27T08:00:00+02:00;101140;20.0;3;130;5.1;290.15;288.45;90;50000.0;0;;;100.0;;250.0;;;;101050.0;;;;289.45;;290.95;;288.15;;;;7.2;-10.0;;;;;;0.0;;0.0;0.0;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;3;;0;17.0;16.30000000000001;;17.80000000000001;;15.0;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;4
07643;2020-04-30T05:00:00+02:00;101090;-70.0;8;30;2.8;286.95;286.75;99;9400.0;0;;;100.0;8;2580.0;;;;100990.0;;;-280.0;;;;;287.65;;;4.0;4.3;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;4.0;;2580.0;8.0;;3300.0;;;;;;;43.577,3.963167;MONTPELLIER;8;;0;13.800000000000011;;;;;14.5;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;4
07643;2020-04-30T17:00:00+02:00;101040;-40.0;8;270;6.2;294.85;282.75;46;59520.0;0;;;90.0;7;1750.0;;;;100950.0;;;-170.0;;;;;288.75;;;8.8;12.6;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;5.0;;1980.0;7.0;;2700.0;7.0;;3840.0;;;;43.577,3.963167;MONTPELLIER;8;;0;21.700000000000045;;;;;15.600000000000023;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;4
07643;2020-06-08T20:00:00+02:00;101040;50.0;3;300;8.2;295.95;279.65;35;45000.0;0;;;;;;;;;100950.0;;;;290.35;;298.35;;;;;;12.3;-10.0;;;;;;0.0;;0.0;;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;3;;0;22.80000000000001;17.200000000000045;;25.200000000000045;;;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;6
07643;2020-06-23T08:00:00+02:00;101820;20.0;1;360;3.9;296.15;286.05;53;19790.0;0;;;;0;;;;;101730.0;;;-320.0;292.35;;302.85;;289.05;;;6.3;6.3;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;1;;0;23.0;19.200000000000045;;29.700000000000045;;15.900000000000034;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;6
07643;2020-06-26T17:00:00+02:00;101550;-90.0;8;150;4.6;298.25;292.65;71;27000.0;0;;;;;;;;;101460.0;;;;;;;;;;;;8.2;-10.0;;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;8;;0;25.100000000000023;;;;;;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;6
07643;2020-05-19T11:00:00+02:00;101520;-20.0;8;10;8.2;299.55;284.45;39;55000.0;0;;;;;;;;;101430.0;;;;;;;;;;;;11.8;-10.0;;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;8;;0;26.400000000000034;;;;;;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;5
07643;2020-05-23T05:00:00+02:00;102350;-60.0;7;40;3.6;291.85;291.55;98;5000.0;0;;;100.0;;250.0;;;;102260.0;;;;;;;;;;;;5.1;-10.0;;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;7;;0;18.700000000000045;;;;;;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;5
07643;2020-05-27T20:00:00+02:00;102750;-80.0;8;180;4.5;294.15;288.95;72;19860.0;0;;;;0;;;;;102660.0;;;380.0;292.15;;297.65;;292.35;;;7.0;7.9;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;8;;0;21.0;19.0;;24.5;;19.200000000000045;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;5
07643;2020-05-28T20:00:00+02:00;101990;-170.0;6;220;6.2;295.95;287.75;60;35000.0;0;;;;;;;;;101900.0;;;;289.85;;297.35;;;;;;11.8;-10.0;;;;;;0.0;;0.2;;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;6;;0;22.80000000000001;16.700000000000045;;24.200000000000045;;;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;5
07643;2020-06-15T17:00:00+02:00;101550;-140.0;6;320;7.1;302.25;281.85;28;19300.0;0;;;;1;2250.0;;;;101460.0;;;100.0;;;;;287.05;;;11.3;13.1;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;;2460.0;;;;;;;;;;43.577,3.963167;MONTPELLIER;6;;0;29.100000000000023;;;;;13.900000000000034;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;6
07643;2020-04-17T14:00:00+02:00;101930;-50.0;8;140;5.7;290.55;286.65;78;18620.0;0;;;;2;450.0;;;;101830.0;;;-170.0;;;;;286.15;;;8.2;8.2;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;;390.0;;;;;;;;;;43.577,3.963167;MONTPELLIER;8;;0;17.400000000000034;;;;;13.0;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;4
07643;2021-01-31T01:00:00+01:00;100090;-60.0;5;290;6.1;283.85;278.15;68;60000.0;0;;;75.0;6;6540.0;;;;99990.0;;;-1220.0;;;;;278.85;;;9.0;9.5;-10.0;;0.0;;;0.0;0.0;0.0;1.6;5.8;;;;;5.0;;6540.0;6.0;;7200.0;;;;;;;43.577,3.963167;MONTPELLIER;5;;0;10.700000000000045;;;;;5.7000000000000455;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;1
07643;2021-02-05T07:00:00+01:00;101420;-20.0;6;60;3.4;284.95;284.45;97;7500.0;0;;;100.0;8;450.0;;;;101320.0;;;20.0;284.25;;285.65;;283.25;;;8.9;8.9;-10.0;;0.0;;;-0.1;-0.1;-0.1;-0.1;-0.1;;;;;8.0;;300.0;;;;;;;;;;43.577,3.963167;MONTPELLIER;6;;0;11.800000000000011;11.100000000000023;;12.5;;10.100000000000023;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;2
07643;2021-02-05T16:00:00+01:00;101170;-190.0;6;110;2.6;288.25;283.45;73;28680.0;0;;;;0;;;;;101070.0;;;-160.0;;;;;283.25;;;3.6;6.5;-10.0;;0.0;;;0.0;0.0;0.0;-0.1;-0.1;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;6;;0;15.100000000000023;;;;;10.100000000000023;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;2
07643;2021-02-05T19:00:00+01:00;101060;-110.0;6;130;7.2;286.65;283.95;84;14000.0;0;;;;;;;;;100960.0;;;;284.95;;290.15;;;;;;10.8;-10.0;;0.0;;;;0.0;;0.0;;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;6;;0;13.5;11.800000000000011;;17.0;;;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;2
07643;2021-02-08T22:00:00+01:00;99860;70.0;3;260;2.6;281.95;281.35;96;15540.0;0;;;100.0;6;1250.0;;;;99760.0;;;-280.0;;;;;281.25;;;4.3;4.3;-10.0;;0.0;;;0.2;3.0;5.4;5.4;5.4;;;;;4.0;;1080.0;6.0;;1290.0;8.0;;1620.0;;;;43.577,3.963167;MONTPELLIER;3;;0;8.800000000000011;;;;;8.100000000000023;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;2
07643;2021-02-09T10:00:00+01:00;100350;110.0;1;260;4.1;283.85;279.45;74;55000.0;0;;;;;;;;;100250.0;;;;;;;;;;;;7.2;-10.0;;0.0;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;1;;0;10.700000000000045;;;;;;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;2
07643;2021-02-11T22:00:00+01:00;101880;110.0;1;40;2.5;278.65;274.35;74;24720.0;0;;;100.0;8;2580.0;;;;101780.0;;;610.0;;;;;274.45;;;3.5;4.7;-10.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;8.0;;2580.0;;;;;;;;;;43.577,3.963167;MONTPELLIER;1;;0;5.5;;;;;1.3000000000000114;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;2
07643;2021-02-13T10:00:00+01:00;102350;210.0;1;20;2.5;278.15;274.65;78;17460.0;0;;;;0;;;;;102250.0;;;540.0;;;;;274.45;;;3.7;4.8;-10.0;;0.0;;;0.0;0.0;0.0;4.2;8.2;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;1;;0;5.0;;;;;1.3000000000000114;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;2
07643;2020-11-06T13:00:00+01:00;102890;-90.0;8;80;3.6;291.95;284.95;64;19570.0;0;;;75.0;1;800.0;;;;102790.0;;;30.0;;;;;279.95;;;4.9;5.4;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;1.0;;720.0;6.0;;2940.0;;;;;;;43.577,3.963167;MONTPELLIER;8;;0;18.80000000000001;;;;;6.800000000000011;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;11
07643;2020-11-10T13:00:00+01:00;102530;-50.0;8;140;2.7;290.95;287.45;80;15260.0;0;;;;0;;;;;102430.0;;;240.0;;;;;284.05;;;3.7;4.2;-10.0;;;;;0.0;0.0;0.0;1.0;1.0;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;8;;0;17.80000000000001;;;;;10.900000000000034;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;11
07643;2020-11-12T22:00:00+01:00;102310;40.0;3;10;1.5;284.85;284.35;97;6360.0;0;;;;0;;;;;102210.0;;;-40.0;;;;;280.75;;;1.7;2.4;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;3;;0;11.700000000000045;;;;;7.600000000000023;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;11
07643;2020-11-17T07:00:00+01:00;102540;90.0;2;310;2.5;280.25;277.85;85;60000.0;0;;;;0;;;;;102440.0;;;480.0;279.05;;286.65;;276.25;;;3.3;3.6;-10.0;;;;;0.0;0.0;0.0;0.0;0.2;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;2;;0;7.100000000000023;5.900000000000034;;13.5;;3.1000000000000227;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;11
07643;2020-11-26T10:00:00+01:00;102140;100.0;1;60;5.1;286.05;281.15;72;50000.0;0;;;100.0;;800.0;;;;102040.0;;;;;;;;;;;;6.7;-10.0;;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;1;;0;12.900000000000034;;;;;;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;11
07643;2020-12-20T04:00:00+01:00;101950;-60.0;7;150;5.7;287.45;285.95;91;17950.0;0;;;100.0;8;800.0;;;;101850.0;;;-80.0;;;;;286.45;;;7.8;8.9;-10.0;;;;;0.0;0.0;0.0;0.0;0.2;;;;;7.0;;840.0;8.0;;1020.0;;9;;;;;43.577,3.963167;MONTPELLIER;7;;0;14.300000000000011;;;;;13.300000000000011;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;12
07643;2020-12-22T04:00:00+01:00;102670;-10.0;5;360;1.5;279.05;278.95;99;9000.0;0;;;90.0;;150.0;;;;102570.0;;;;;;;;;;;;3.6;-10.0;;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;5;;0;5.900000000000034;;;;;;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;12
07643;2020-12-22T22:00:00+01:00;102520;10.0;3;80;2.1;281.95;281.85;99;200.0;45;;;101.0;;;62;61;60;102420.0;;;;;;;;;;;;4.6;-10.0;;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;3;;45;8.800000000000011;;;;;;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;12
07643;2020-12-23T19:00:00+01:00;102050;-10.0;8;20;3.1;285.45;284.85;96;11220.0;0;;;100.0;8;800.0;;;;101950.0;;;-460.0;283.65;;285.95;;283.35;;;4.4;6.6;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;8.0;;810.0;;;;;;;;;;43.577,3.963167;MONTPELLIER;8;;0;12.300000000000011;10.5;;12.800000000000011;;10.200000000000045;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;12
07643;2020-12-25T10:00:00+01:00;101990;130.0;3;290;7.7;279.75;272.55;60;60000.0;0;;;;5;3060.0;;;;101890.0;;;-170.0;;;;;275.05;;;11.6;13.3;-10.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;5.0;;3060.0;;;;;;;;;;43.577,3.963167;MONTPELLIER;3;;0;6.600000000000023;;;;;1.900000000000034;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;12
07643;2020-12-25T22:00:00+01:00;101900;80.0;1;350;10.5;280.05;266.65;38;60000.0;0;;;;0;;;;;101800.0;;;190.0;;;;;276.95;;;15.6;16.0;-10.0;;;;;0.0;0.2;0.2;0.2;0.2;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;1;;0;6.900000000000034;;;;;3.8000000000000114;2;3.963167;43.577;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;12
